id;gen;sp;ssp;group;en;rec;cnt;loc;lat;lng;alt;type;sex;stage;method;url;file;file-name;sono;osci;lic;q;length;time;date;uploaded;also;rmk;bird-seen;animal-seen;playback-used;temp;regnr;auto;dvc;mic;smp
861952;Gerygone;sulphurea;sulphurea;birds;Golden-bellied Gerygone;Ding Li Yong;Vietnam;Tram Chim National Park;10.7164;105.5089;0;song;uncertain;uncertain;field recording;//xeno-canto.org/861952;https://xeno-canto.org/861952/download;XC861952-Golden-bellied-Gerygone_Tram-Chim.wav;{'small': '//xeno-canto.org/sounds/uploaded/NWTKEXMKCA/ffts/XC861952-small.png', 'med': '//xeno-canto.org/sounds/uploaded/NWTKEXMKCA/ffts/XC861952-med.png', 'large': '//xeno-canto.org/sounds/uploaded/NWTKEXMKCA/ffts/XC861952-large.png', 'full': '//xeno-canto.org/sounds/uploaded/NWTKEXMKCA/ffts/XC861952-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/NWTKEXMKCA/wave/XC861952-small.png', 'med': '//xeno-canto.org/sounds/uploaded/NWTKEXMKCA/wave/XC861952-med.png', 'large': '//xeno-canto.org/sounds/uploaded/NWTKEXMKCA/wave/XC861952-large.png'};//creativecommons.org/licenses/by-nc-nd/4.0/;A;00:25;08:30;2024-01-07;2024-01-15;['Cinnyris jugularis'];;no;no;no;;;no;;;48000
