id;gen;sp;ssp;group;en;rec;cnt;loc;lat;lng;alt;type;sex;stage;method;url;file;file-name;sono;osci;lic;q;length;time;date;uploaded;also;rmk;bird-seen;animal-seen;playback-used;temp;regnr;auto;dvc;mic;smp
270901;Yungipicus;maculatus;validirostris;birds;Philippine Pygmy Woodpecker;Niels Poul Dreyer;Philippines;Mount Makiling, Luzon;14.1358;121.19;1000;call, song;;;field recording;//xeno-canto.org/270901;https://xeno-canto.org/270901/download;XC270901-p-woodpecker.mp3;{'small': '//xeno-canto.org/sounds/uploaded/YIQSVPAMDQ/ffts/XC270901-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YIQSVPAMDQ/ffts/XC270901-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YIQSVPAMDQ/ffts/XC270901-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YIQSVPAMDQ/ffts/XC270901-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/YIQSVPAMDQ/wave/XC270901-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YIQSVPAMDQ/wave/XC270901-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YIQSVPAMDQ/wave/XC270901-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;B;00:53;09:00;1998-03-07;2015-08-26;[];;yes;yes;unknown;;;no;;;44100
