id;gen;sp;ssp;group;en;rec;cnt;loc;lat;lng;alt;type;sex;stage;method;url;file;file-name;sono;osci;lic;q;length;time;date;uploaded;also;rmk;bird-seen;animal-seen;playback-used;temp;regnr;auto;dvc;mic;smp
618483;Geopelia;striata;;birds;Zebra Dove;Salocin.TEN;Malaysia;SS 22, Petaling Jaya, Selangor;3.1246;101.616;40;begging call, call;female;adult;field recording;//xeno-canto.org/618483;https://xeno-canto.org/618483/download;XC618483-Zebra Dove 29 Jan 2021.mp3;{'small': '//xeno-canto.org/sounds/uploaded/NJZIXAQBYY/ffts/XC618483-small.png', 'med': '//xeno-canto.org/sounds/uploaded/NJZIXAQBYY/ffts/XC618483-med.png', 'large': '//xeno-canto.org/sounds/uploaded/NJZIXAQBYY/ffts/XC618483-large.png', 'full': '//xeno-canto.org/sounds/uploaded/NJZIXAQBYY/ffts/XC618483-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/NJZIXAQBYY/wave/XC618483-small.png', 'med': '//xeno-canto.org/sounds/uploaded/NJZIXAQBYY/wave/XC618483-med.png', 'large': '//xeno-canto.org/sounds/uploaded/NJZIXAQBYY/wave/XC618483-large.png'};//creativecommons.org/licenses/by-nc-nd/4.0/;A;00:40;09:00;2021-01-29;2021-01-30;['Eudynamys scolopaceus'];"Bird was at the window and making guttural noises like the end of the clip to try and attract mates to build nest but on a window sill.
It remained there for almost the entire day, switching to another window.";yes;yes;no;;;no;;;48000
